○ 경제활동상태(성/시군/연령별) [],,,,,,,,,,,,,,,,,,,,,,,
성별,시군구별,연령별,항목,단위,2015. 1/2,2015. 2/2,2016. 1/2,2016. 2/2,2017. 1/2,2017. 2/2,2018. 1/2,2018. 2/2,2019. 1/2,2019. 2/2,2020. 1/2,2020. 2/2,2021. 1/2,2021. 2/2,2022. 1/2,2022. 2/2,2023. 1/2,2023. 2/2,2024. 1/2
전체,경기도 여주시,소계,실업률,%,1.44494,1.32579,1.2226,1.67652,0.49131,2.20945,2.47435,2.00922,1.86839,1.80508,2.21065,1.63544,1.52099,1.5004,1.53462,1.54207,0.95377,2.5373,1.40081
전체,경기도 연천군,소계,15세이상인구,명,36671.7248,36778.76665,36696.13747,36852.97472,36736.0655,36608.06831,36159.27388,36026.0087,35898.51532,35894.02132,35621.85499,35711.00626,35665.8525,35618.01243,34513.37983,34484.89179,33586.26871,33949.11114,33833.91072
전체,경기도 연천군,소계,경제활동인구,명,22000.1826,21388.57262,21532.78812,22189.46431,21686.64856,23606.49398,22132.27773,23372.77043,22766.05872,23143.22423,22530.6284,22761.36787,22616.84993,22577.38672,21991.71862,21895.34749,19707.12859,19932.97335,20015.39491
전체,경기도 연천군,소계,취업자,명,21537.68192,21018.49805,21137.16565,22119.28857,12267.39471,23202.4793,21355.29473,22787.42727,21978.57952,21978.57952,22084.24944,22311.50233,22346.6286,22078.4171,21678.07741,21384.17071,19543.81007,19726.51448,19772.43402
전체,경기도 연천군,소계,실업자,명,462.50067,370.07457,395.62248,70.17574,580.33087,404.01468,776.98301,585.34317,787.4792,787.4792,446.37896,449.86555,270.22133,498.96962,313.641206,511.17678,163.31852,206.45888,242.9609
전체,경기도 연천군,소계,비경제활동인구,명,14671.5422,15390.19403,15163.34935,14663.51042,5092.19457,13001.57433,14026.99615,12653.23826,13132.4566,12750.79709,13091.22659,12949.63838,13049.00257,13040.62571,12521.66121,12589.5443,13879.14012,14016.13778,13818.5158
전체,경기도 연천군,소계,경제활동참가율,%,59.99222,58.15468,58.67862,60.21078,59.03367,64.4844,61.20775,64.87749,63.41783,64.47654,63.24945,63.73768,63.41318,63.38755,63.7194,63.49258,58.67615,58.71427,59.15779
전체,경기도 연천군,소계,고용률,%,58.73103,57.14846,57.60052,60.02036,33.39333,63.38078,59.05897,63.25271,61.2242,61.23187,61.99635,62.47794,62.65553,61.98666,62.81065,62.01026,58.18988,58.10613,58.43969
전체,경기도 연천군,소계,실업률,%,2.10226,1.73024,1.8373,0.31626,2.67598,1.71146,3.51063,2.50438,3.45901,3.40263,1.98121,1.97644,1.19478,2.21004,1.42618,2.33464,0.82873,1.03577,1.21387
전체,경기도 가평군,소계,15세이상인구,명,49792.52865,50823.79853,50316.84871,50901.37387,50685.6719,51534.30514,51304.5692,51817.55731,51752.9518,52055.74178,51630.48279,52100.80298,52249.13849,52738.46326,52719.8142,53215.49326,52704.36532,52869.46746,53353.09674
전체,경기도 가평군,소계,경제활동인구,명,32410.41809,32603.14131,33271.70687,32133.09946,32727.52216,30452.85506,31106.97416,31490.82628,32106.10918,32306.42464,32471.10011,31722.83572,32470.27978,32445.01419,33050.59861,33265.83923,32516.78204,33853.63702,33965.28211
전체,경기도 가평군,소계,취업자,명,31802.49693,32012.89986,32618.51231,31838.8085,18097.82255,29889.968,30661.46889,31134.24,31724.3963,31724.3963,32272.5434,31445.79888,31898.59105,32194.46758,32474.29492,33022.20598,32161.31366,33455.34883,33317.66245
전체,경기도 가평군,소계,실업자,명,607.92116,590.24145,653.19455,294.29096,349.29833,562.88706,445.50527,356.58628,381.71288,381.71288,198.5567,277.03684,571.68873,250.54661,576.303683,243.63325,355.46838,398.28819,647.61967
전체,경기도 가평군,소계,비경제활동인구,명,17382.11055,18220.65722,17045.14184,18768.27441,5553.58475,21081.45008,20197.59504,20326.73103,19646.84263,19749.31714,19159.38268,20377.96726,19778.85871,20293.44907,19669.2156,19949.65403,20187.58329,19015.83044,19387.81462
전체,경기도 가평군,소계,경제활동참가율,%,65.09093,64.14936,66.12439,63.12816,64.56957,59.09239,60.63198,60.7725,62.03725,62.06121,62.89134,60.88742,62.1451,61.52059,62.69104,62.51157,61.69656,64.03249,63.66131
전체,경기도 가평군,소계,고용률,%,63.87002,62.98801,64.82622,62.55,35.70599,58.00014,59.76362,60.08435,61.29968,60.94313,62.50676,60.35569,61.05094,61.04552,61.59789,62.05374,61.02211,63.27915,62.44748
전체,경기도 가평군,소계,실업률,%,1.8757,1.81038,1.96321,0.91585,1.06729,1.84839,1.43217,1.13235,1.18891,1.18154,0.61149,0.8733,1.76065,0.77222,1.7437,0.73238,1.09318,1.1765,1.90671
전체,경기도 양평군,소계,15세이상인구,명,86059.44227,87847.8185,88180.73741,91007.9846,92308.38238,95031.58351,95438.05691,96575.50305,96811.04333,98289.97559,98297.53143,99901.7786,101266.971,103293.1518,104022.9254,105634.6319,105459.6284,107257.3164,108709.2263
전체,경기도 양평군,소계,경제활동인구,명,50579.63234,51978.45275,53994.12219,53686.54857,54477.66979,56138.15944,57575.99717,58453.6005,59411.86214,61508.10762,58055.58634,60241.80156,61718.94297,61710.86655,64482.92354,60650.21143,61471.19069,61433.6815,63323.1585
전체,경기도 양평군,소계,취업자,명,49608.35008,50981.20506,52277.34772,52525.59219,28029.98922,55349.80729,56388.27302,57637.07607,58595.92687,58595.92687,56779.94422,59493.63296,60453.98959,60994.81826,63341.63686,60084.23594,60185.18275,60627.6081,62493.81631
전체,경기도 양평군,소계,실업자,명,971.28226,997.24769,1716.77447,1160.95639,385.67626,788.35215,1187.72415,816.52443,815.93527,815.93527,1275.64212,748.1686,1264.95337,716.04829,1141.28668,565.97549,1286.00794,806.0734,829.3422
전체,경기도 양평군,소계,비경제활동인구,명,35479.80993,35869.36574,34186.61522,37321.43603,11741.90089,38893.42407,37862.05974,38121.90255,37399.18119,36781.86797,40241.9451,39659.97704,39548.02801,41582.28524,39540.00189,44984.42046,43988.43766,45823.63491,45386.06779
전체,경기도 양평군,소계,경제활동참가율,%,58.7729,59.16875,61.2312,58.99103,59.01703,59.07316,60.32813,60.52632,61.36889,62.57821,59.06108,60.30103,60.94677,59.74342,61.98915,57.41508,58.28884,57.27691,58.25003
전체,경기도 양평군,소계,고용률,%,57.64428,58.03355,59.28432,57.71537,30.36559,58.24359,59.08363,59.68084,60.52608,59.61536,57.76335,59.55213,59.69764,59.05021,60.892,56.8793,57.06941,56.52538,57.48713
전체,경기도 양평군,소계,실업률,%,1.9203,1.91858,3.17956,2.16247,0.70795,1.40431,2.06288,1.39688,1.37335,1.32655,2.19728,1.24194,2.04954,1.16033,1.76991,0.93318,2.09205,1.3121,1.3097
전체,강원특별자치도 춘천시,소계,15세이상인구,명,237973.6039,238690.3905,240775.3524,240298.933,242128.5674,242699.6745,244488.2083,245109.8511,245326.7187,245544.518,247100.5102,247357.0044,249596.8126,251097.0972,253364.007,255269.9684,255235.3549,255178.8643,256697.5711
전체,강원특별자치도 춘천시,소계,경제활동인구,명,135441.0289,132600.4841,136182.3264,137417.2468,140529.4417,140461.6637,143397.6723,147294.0606,151657.8835,148251.8124,141672.6865,148578.1876,148345.0519,151948.2142,152478.6821,154875.193,158911.6233,161082.6797,163344.2857
전체,강원특별자치도 춘천시,소계,취업자,명,129726.0729,128596.1573,131265.2188,133331.5022,67342.94905,136124.3016,139480.6034,143744.7849,146228.2852,146228.2852,135577.424,142835.1534,142604.8263,147138.7988,147852.8362,150844.7354,155536.3812,157876.7847,158543.6425
전체,강원특별자치도 춘천시,소계,실업자,명,5714.95603,4004.32682,4917.1076,4085.74455,1248.30547,4337.36202,3917.0689,3549.27577,5429.59832,5429.59832,6095.26251,5743.03414,5740.22558,4809.41545,4625.845834,4030.45763,3375.24209,3205.89493,4800.64325
전체,강원특별자치도 춘천시,소계,비경제활동인구,명,102532.5749,106089.9064,104593.026,102881.6862,41985.29159,102238.0108,101090.5359,97815.79049,93668.83519,97292.70552,105427.8236,98778.81683,101251.7607,99148.88291,100885.325,100394.7754,96323.73167,94096.18466,93353.28542
전체,강원특별자치도 춘천시,소계,경제활동참가율,%,56.91431,55.55334,56.55991,57.18596,58.03918,57.87468,58.65218,60.09308,61.81874,60.37676,57.33403,60.06629,59.43387,60.51373,60.18167,60.67114,62.26082,63.1254,63.63297
전체,강원특별자치도 춘천시,소계,고용률,%,54.5128,53.87572,54.51771,55.48568,27.81289,56.08755,57.05003,58.64505,59.60553,59.55266,54.86732,57.74454,57.13407,58.59837,58.3559,59.09224,60.93842,61.86907,61.76281
전체,강원특별자치도 춘천시,소계,실업률,%,4.21952,3.01984,3.61068,2.97324,0.88829,3.08793,2.73161,2.40965,3.58016,3.66242,4.30236,3.86533,3.86951,3.16517,3.03377,2.60239,2.12397,1.99022,2.93897
전체,강원특별자치도 원주시,소계,15세이상인구,명,273471.1045,276216.1892,281289.557,283367.1529,286179.9152,288001.0779,290238.654,292126.8594,295258.4639,297187.9885,301414.0282,303231.1967,306520.5712,308492.8291,310150.2053,312971.4582,315896.568,316257.2223,318592.7245
전체,강원특별자치도 원주시,소계,경제활동인구,명,164003.2653,166055.5213,168171.2381,171801.0498,175397.4127,173535.2152,179225.6814,182635.7817,183169.8355,184101.6375,181544.3924,187449.3499,189409.5003,193068.3931,191603.1316,195179.891,198819.0012,200655.024,200731.3781
전체,강원특별자치도 원주시,소계,취업자,명,157987.2613,160275.2329,161465.5417,167860.3999,86087.03524,165936.1303,171523.4239,177477.6015,174465.2867,174465.2867,175561.353,179543.4237,182735.0713,185309.5243,185147.956,187381.0991,192848.5438,194653.7253,192595.5715
전체,강원특별자치도 원주시,소계,실업자,명,6016.00399,5780.28842,6705.69636,3940.64995,2734.99342,7599.08493,7702.25744,5158.18021,8704.54879,8704.54879,5983.0394,7905.92614,6674.42897,7758.86876,6455.175583,7798.79189,5970.45745,6001.29868,8135.80656
전체,강원특별자치도 원주시,소계,비경제활동인구,명,109467.8392,110160.6679,113118.3189,111566.1031,39947.36977,114465.8627,111012.9727,109491.0777,112088.6284,113086.351,119869.6358,115781.8469,117111.0709,115424.436,118547.0737,117791.5673,117077.5668,115602.1983,117861.3464
전체,강원특별자치도 원주시,소계,경제활동참가율,%,59.97097,60.11795,59.78581,60.62843,61.28921,60.25506,61.75114,62.51934,62.03712,61.94787,60.2309,61.8173,61.79341,62.5844,61.77753,62.36348,62.93801,63.44678,63.00564
전체,강원특별자치도 원주시,소계,고용률,%,57.7711,58.02529,57.4019,59.23778,30.08144,57.6165,59.09737,60.75361,59.089,58.70536,58.24591,59.21008,59.61592,60.06931,59.69622,59.87163,61.048,61.54918,60.45197
전체,강원특별자치도 원주시,소계,실업률,%,3.66822,3.48094,3.98742,2.29373,1.55931,4.37899,4.29752,2.8243,4.75217,4.72812,3.29563,4.21763,3.52381,4.01872,3.36903,3.99569,3.00296,2.99085,4.05308
전체,강원특별자치도 강릉시,소계,15세이상인구,명,185565.8402,185598.2637,186058.155,187083.8188,187562.7944,187873.8343,188095.7546,188290.6795,188967.1692,189720.9426,190057.7908,190071.3069,191241.2633,192222.9638,192167.2891,192052.4875,192206.0906,191980.0271,191811.5067
전체,강원특별자치도 강릉시,소계,경제활동인구,명,100779.0872,101118.8549,104477.015,102140.4108,105762.1875,108922.7136,112824.9926,111412.1904,115717.9438,116489.4758,112903.3146,115916.7328,115333.4257,119901.7551,121051.0197,116508.289,120146.4389,118162.102,118714.2968
전체,강원특별자치도 강릉시,소계,취업자,명,97898.19933,98602.87298,101736.5515,99857.65705,58160.22142,105664.0213,109878.8734,109131.3498,112651.4749,112651.4749,108761.4658,112525.2426,112835.8606,118095.1861,118742.4016,114119.4089,118025.0068,116456.2897,117349.0067
전체,강원특별자치도 강릉시,소계,실업자,명,2880.88787,2515.98196,2740.46345,2282.75374,974.47569,3258.69232,2946.11913,2280.84059,3066.46889,3066.46889,4141.84875,3391.49026,2497.56509,1806.56901,2308.618123,2388.88008,2121.43216,1705.81234,1365.29007
전체,강원특별자치도 강릉시,소계,비경제활동인구,명,84786.753,84479.40875,81581.14007,84943.40797,31051.37351,78951.1207,75270.76203,76878.48909,73249.22542,73231.46685,77154.47619,74154.57404,75907.83755,72321.20871,71116.2694,75544.19852,72059.6517,73817.92509,73097.20993
전체,강원특별자치도 강릉시,소계,경제활동참가율,%,54.30907,54.48265,56.15288,54.59607,56.38762,57.97652,59.98274,59.17032,61.23706,61.40043,59.40473,60.98592,60.30781,62.37639,62.99252,60.66482,62.50917,61.54916,61.89112
전체,강원특별자치도 강릉시,소계,고용률,%,52.75658,53.12704,54.67997,53.37589,31.0084,56.24201,58.41646,57.95898,59.61431,59.37746,57.22547,59.20159,59.00184,61.43656,61.79116,59.42095,61.40545,60.66063,61.17934
전체,강원특별자치도 강릉시,소계,실업률,%,2.85862,2.48814,2.62303,2.23492,0.92138,2.99175,2.61123,2.04721,2.64995,2.6324,3.66849,2.9258,2.16552,1.50671,1.90714,2.05039,1.76571,1.44362,1.15006
전체,강원특별자치도 동해시,소계,15세이상인구,명,74214.89532,74200.58136,74759.96397,74400.19091,74247.76361,74193.06862,73898.1903,73634.33223,73519.0429,73279.95434,73394.10603,73723.30273,73891.25144,74073.26676,73208.27114,73199.12772,73847.16635,73665.38042,73557.88493
전체,강원특별자치도 동해시,소계,경제활동인구,명,44101.28291,43240.24227,43466.20186,42776.32085,43408.81404,42890.88006,45130.65427,46130.83114,44921.7489,43921.86367,44390.91842,44407.46119,44890.9515,46519.73991,45626.89072,44485.506,45533.95718,46094.13261,47243.4732
전체,강원특별자치도 동해시,소계,취업자,명,42542.47526,41938.27785,41864.97408,42193.78021,23799.45488,42324.18886,43518.9794,45423.0135,43510.27549,43510.27549,43391.74924,43528.24729,44416.24606,45886.34747,45076.64482,43731.45151,45366.98657,45686.95697,46586.26618
전체,강원특별자치도 동해시,소계,실업자,명,1558.80765,1301.96442,1601.22778,582.54064,638.6773,566.69121,1611.67487,707.81764,1411.47341,1411.47341,999.16917,879.21389,474.70544,633.39244,550.245901,754.05449,166.97061,407.17564,657.20702
전체,강원특별자치도 동해시,소계,비경제활동인구,명,30113.61242,30960.33909,31293.76211,31623.87006,10641.45519,31302.18856,28767.53603,27503.50109,28597.29401,29358.09067,29003.18762,29315.84154,29000.29994,27553.52685,27581.38042,28713.62172,28313.20917,27571.2478,26314.41173
전체,강원특별자치도 동해시,소계,경제활동참가율,%,59.42376,58.2748,58.14101,57.49491,58.46481,57.80982,61.07139,62.64854,61.10219,59.93708,60.48295,60.23531,60.75273,62.80233,62.32478,60.77327,61.65972,62.57231,64.22625
전체,강원특별자치도 동해시,소계,고용률,%,57.32336,56.52015,55.99919,56.71192,32.0541,57.04601,58.89045,61.68728,59.18232,59.37541,59.12157,59.04273,60.11029,61.94724,61.57316,59.74313,61.43362,62.01958,63.3328
전체,강원특별자치도 동해시,소계,실업률,%,3.53461,3.011,3.68385,1.36183,1.47131,1.32124,3.57113,1.53437,3.14207,3.2136,2.25084,1.97988,1.05746,1.36156,1.20597,1.69506,0.36669,0.88336,1.39111
전체,강원특별자치도 태백시,소계,15세이상인구,명,40478.76049,40222.58218,40099.45887,39599.57324,39149.21596,38890.01272,38476.72158,38179.83133,37778.60466,37409.58974,36974.86995,36586.70315,36194.05252,35992.30857,35459.8426,35028.61242,34750.28574,34564.90796,34319.40908
전체,강원특별자치도 태백시,소계,경제활동인구,명,23289.98342,22905.15001,24009.03658,23905.23077,24702.69174,22604.52125,22663.73341,22518.4552,23050.48368,23030.24287,22416.8968,22534.90865,22430.04794,22630.35349,21827.91733,23110.84292,22888.514,22447.86086,22856.3515
전체,강원특별자치도 태백시,소계,취업자,명,23269.45903,22771.2152,23813.84499,23811.18871,14138.87672,22379.64548,22613.61658,22466.61167,22942.45828,22942.45828,22051.1424,21797.05047,22111.31761,22186.79274,21630.23801,22814.45844,22665.87655,22289.44736,22581.68447
전체,강원특별자치도 태백시,소계,실업자,명,20.52439,133.93481,195.19159,94.04206,93.64733,224.87577,50.11682,51.84353,108.0254,108.0254,365.75441,737.85818,318.73033,443.56075,197.679318,296.38449,222.63744,158.4135,274.66703
전체,강원특별자치도 태백시,소계,비경제활동인구,명,17188.77706,17317.43217,16090.42229,15694.34248,6192.35198,16285.49147,15812.98818,15661.37612,14728.12098,14379.34687,14557.97315,14051.79451,13764.00458,13361.95508,13631.92527,11917.7695,11861.77174,12117.0471,11463.05759
전체,강원특별자치도 태백시,소계,경제활동참가율,%,57.53631,56.946,59.87372,60.36739,63.09882,58.12423,58.90245,58.97998,61.01465,61.5624,60.62739,61.59317,61.97164,62.87553,61.55672,65.97704,65.86569,64.94408,66.59891
전체,강원특별자치도 태백시,소계,고용률,%,57.4856,56.61301,59.38695,60.12991,36.11535,57.546,58.7722,58.84419,60.72871,61.32775,59.63819,59.57643,61.09102,61.64315,60.99925,65.13092,65.22501,64.48577,65.79858
전체,강원특별자치도 태백시,소계,실업률,%,0.08813,0.58474,0.81299,0.3934,0.3791,0.99483,0.22113,0.23023,0.46865,0.46906,1.6316,3.27429,1.421,1.96003,0.90563,1.28245,0.9727,0.7057,1.20171
전체,강원특별자치도 속초시,소계,15세이상인구,명,66485.44883,67083.79134,65960.58888,65579.57176,64604.14192,64691.22621,65084.08563,65274.41011,65298.6877,65635.93661,65737.86797,66414.63129,66848.20118,67261.80952,67684.17412,67967.17396,68125.315,67987.19634,67731.75573
전체,강원특별자치도 속초시,소계,경제활동인구,명,37707.8851,38637.76791,37941.85254,38974.03443,37109.06225,37499.65091,38907.22302,40120.82328,40653.70114,41648.37707,41365.93531,42482.84584,42034.18132,42542.67528,43382.29716,41994.69131,42671.43591,42937.9452,42708.0066
전체,강원특별자치도 속초시,소계,취업자,명,37270.67315,38361.29387,37620.28314,38755.4355,21127.31008,37224.80169,38563.67396,39872.72676,40240.32785,40240.32785,40981.18693,41925.90627,41283.40036,41904.47854,42763.92423,41180.8331,41880.56563,42364.82113,41947.12182
전체,강원특별자치도 속초시,소계,실업자,명,437.21195,276.47404,321.5694,218.59893,243.63033,274.84922,343.54906,248.09652,413.3733,413.3733,384.74838,556.93957,750.78097,638.19674,618.372925,813.85821,790.87028,573.12408,760.88479
전체,강원특별자치도 속초시,소계,비경제활동인구,명,28777.56373,28446.02343,28018.73634,26605.53733,10320.89581,27191.5753,26176.86261,25153.58683,24644.98655,23987.55954,24371.93267,23931.78546,24814.01986,24719.13424,24301.87696,25972.48265,25453.87909,25049.25114,25023.74913
전체,강원특별자치도 속초시,소계,경제활동참가율,%,56.716,57.59628,57.522,59.43014,57.44069,57.96714,59.77993,61.46486,62.25807,63.45362,62.92558,63.96609,62.88005,63.24938,64.09519,61.78673,62.63668,63.15593,63.05463
전체,강원특별자치도 속초시,소계,고용률,%,56.05839,57.18415,57.03449,59.09681,32.70272,57.54227,59.25208,61.08478,61.62502,61.30838,62.3403,63.12751,61.75694,62.30055,63.18157,60.5893,61.47578,62.31294,61.93125
전체,강원특별자치도 속초시,소계,실업률,%,1.15947,0.71555,0.84753,0.56088,0.65653,0.73294,0.883,0.61837,1.01682,0.99253,0.93011,1.31098,1.78612,1.50013,1.4254,1.938,1.8534,1.33477,1.7816
전체,강원특별자치도 삼척시,소계,15세이상인구,명,61301.09692,60815.34083,59822.97255,61021.03103,61172.0163,60852.96907,60504.1722,60891.23538,60212.99244,60029.03628,58753.59236,58331.27475,57701.81901,57298.88164,57817.63782,57638.46332,57733.45072,57376.14747,57075.06763
전체,강원특별자치도 삼척시,소계,경제활동인구,명,34808.21601,33899.24374,34080.9918,35970.57028,33996.81841,34897.71428,34904.25867,35555.12716,35038.29606,35224.43381,35056.73448,35541.27616,34645.53621,35422.83534,35738.39224,35546.70776,36699.88472,35528.27894,36027.54654
전체,강원특별자치도 삼척시,소계,취업자,명,34098.30101,33365.51368,33425.68186,34898.58546,20939.65249,34086.57727,33741.58986,34808.10384,34192.62404,34192.62404,34566.35654,35051.61551,34230.61721,34930.70276,35393.70794,35333.26744,36166.36469,35344.99488,35766.93821
전체,강원특별자치도 삼척시,소계,실업자,명,709.915,533.73006,655.30994,1071.98482,75.98584,811.13701,1162.66881,747.02332,845.67202,845.67202,490.37794,489.66064,414.919,492.13257,344.684304,213.44032,533.52003,183.28406,260.60832
전체,강원특별자치도 삼척시,소계,비경제활동인구,명,26492.88091,26916.09709,25741.98075,25050.46076,10337.82117,25955.25478,25599.91353,25336.10822,25174.69638,24804.60247,23696.85788,22789.99859,23056.28281,21876.04631,22079.24558,22091.75556,21033.566,21847.86853,21047.52109
전체,강원특별자치도 삼척시,소계,경제활동참가율,%,56.78237,55.74127,56.96974,58.94782,55.57577,57.3476,57.68901,58.39121,58.19059,58.67899,59.66739,60.93005,60.04236,61.82116,61.81227,61.67185,63.5678,61.92169,63.12309
전체,강원특별자치도 삼척시,소계,고용률,%,55.62429,54.86365,55.87432,57.19108,34.23077,56.01465,55.76738,57.16439,56.78612,56.96014,58.83275,60.0906,59.32329,60.96228,61.21611,61.30154,62.64369,61.60224,62.66648
전체,강원특별자치도 삼척시,소계,실업률,%,2.0395,1.57446,1.9228,2.98017,0.22351,2.32433,3.33102,2.10103,2.41356,2.40081,1.39881,1.37772,1.19761,1.38931,0.96447,0.60045,1.45374,0.51588,0.72336
전체,강원특별자치도 홍천군,소계,15세이상인구,명,57192.43118,57288.42021,56356.36203,56427.30666,56503.08318,57150.71851,56752.47817,57143.75965,56921.687,56779.24065,56296.28235,56893.18983,57063.58321,56762.93859,55611.7055,56215.72173,56416.59673,56879.33936,56649.2985
전체,강원특별자치도 홍천군,소계,경제활동인구,명,36818.02642,37132.90764,36392.52317,37309.01251,37693.01212,37288.41078,35967.67664,38244.69731,37984.29043,38884.58795,38705.30889,38959.10178,40565.0736,41058.20372,40864.14918,40300.99946,40732.07245,41917.8816,41684.18302
전체,강원특별자치도 홍천군,소계,취업자,명,36641.34976,36647.08023,35647.74164,36857.99907,19753.21413,35852.24977,35377.09367,37509.56403,37016.03003,37016.03003,37616.2474,38341.12975,39855.17661,40356.15434,40281.55643,39670.66065,40251.38283,41560.76554,40996.9959
전체,강원특별자치도 홍천군,소계,실업자,명,176.67667,485.82741,744.78154,451.01344,52.94722,1436.16101,590.58297,735.13328,968.26041,968.26041,1089.06149,617.97202,709.89699,702.04938,582.59275,630.33882,480.68962,357.11606,687.18713
전체,강원특별자치도 홍천군,소계,비경제활동인구,명,20374.40475,20155.51257,19963.83887,19118.29415,7519.23555,19862.30773,20784.80153,18899.06234,18937.39657,17894.6527,17590.97346,17934.08805,16498.50962,15704.73487,14747.55631,15914.72227,15684.52429,14961.45776,14965.11547
전체,강원특별자치도 홍천군,소계,경제활동참가율,%,64.3757,64.81748,64.57571,66.11872,66.70966,65.24574,63.3764,66.92716,66.73079,68.48381,68.75287,68.47762,71.0875,72.33277,73.4812,71.68991,72.19874,73.69615,73.58288
전체,강원특별자치도 홍천군,소계,고용률,%,64.06678,63.96944,63.25416,65.31944,34.95953,62.73281,62.33577,65.6407,65.02975,65.19289,66.81835,67.39142,69.84345,71.09596,72.43359,70.56862,71.3467,73.0683,72.36982
전체,강원특별자치도 홍천군,소계,실업률,%,0.47986,1.30835,2.04652,1.20886,0.14047,3.85149,1.64198,1.92218,2.54911,2.49009,2.81373,1.58621,1.75002,1.70989,1.42568,1.56408,1.18013,0.85194,1.64856
전체,강원특별자치도 횡성군,소계,15세이상인구,명,37431.65928,37835.38345,37855.41482,38140.79637,38303.42622,38422.4804,38693.7975,39079.64139,39179.01212,39159.94395,38930.1634,39095.43166,39310.41401,39581.57262,39584.80156,40198.89027,40292.56052,40807.45365,40200.57091
전체,강원특별자치도 횡성군,소계,경제활동인구,명,26305.17608,26673.26914,25729.16335,26562.62429,26555.80585,25065.77543,26138.32289,26234.35278,26837.69169,27204.49232,25931.98201,26748.24871,26202.20777,26721.65234,26990.85422,27828.94697,27281.14589,28234.22246,28118.24403
전체,강원특별자치도 횡성군,소계,취업자,명,25810.16008,26262.85539,25397.61471,26124.38154,13148.68588,24583.65042,25768.4651,25903.50075,26296.77816,26296.77816,25571.37575,26189.54457,25874.76716,26220.5515,26475.96374,27312.70027,26800.28622,27867.48669,27728.91235
전체,강원특별자치도 횡성군,소계,실업자,명,495.016,410.41375,331.54863,438.24275,178.27409,482.12501,369.85779,330.85203,540.91354,540.91354,360.60626,558.70414,327.44061,501.10085,514.890478,516.2467,480.85967,366.73577,389.33169
전체,강원특별자치도 횡성군,소계,비경제활동인구,명,11126.4832,11162.11431,12126.25147,11578.17209,4578.43135,13356.70498,12555.47462,12845.28861,12341.32043,11955.45163,12998.18138,12347.18296,13108.20624,12859.92028,12593.94734,12369.9433,13011.41463,12573.23119,12082.32688
전체,강원특별자치도 횡성군,소계,경제활동참가율,%,70.27521,70.49821,67.96693,69.6436,69.33011,65.23727,67.55171,67.13048,68.50017,69.4702,66.61154,68.41784,66.65462,67.51034,68.18489,69.22815,67.70765,69.18889,69.94489
전체,강원특별자치도 횡성군,소계,고용률,%,68.95275,69.41348,67.0911,68.49459,34.3277,63.98247,66.59585,66.28388,67.11955,67.15224,65.68525,66.98876,65.82166,66.24434,66.88416,67.94392,66.51423,68.29019,68.97641
전체,강원특별자치도 횡성군,소계,실업률,%,1.88182,1.53867,1.28861,1.64985,0.67132,1.92344,1.415,1.26114,2.0155,1.98832,1.39059,2.08875,1.24967,1.87526,1.90765,1.85507,1.76261,1.29891,1.38462
전체,강원특별자치도 영월군,소계,15세이상인구,명,33002.70919,32969.60828,33077.67176,33221.36277,33349.66958,33369.77428,33511.48323,33443.71048,33162.13277,32838.09314,32782.09789,32524.18039,32465.86744,32429.9644,32417.30273,32380.43315,32281.43169,32164.10857,31983.75752
전체,강원특별자치도 영월군,소계,경제활동인구,명,22046.35005,22114.50213,22487.33788,22104.79853,22215.26556,22021.67954,22046.88181,22834.19439,22534.73706,22700.38505,21114.5443,22094.10869,21776.74654,21625.64521,21867.05923,23332.85861,23208.08481,22781.16584,22437.96081
전체,강원특별자치도 영월군,소계,취업자,명,21634.92426,21915.47573,22302.66253,21665.23553,12246.2598,21672.09422,21768.61498,22478.5012,22134.27757,22134.27757,20679.1362,21555.41215,21539.8875,21350.16722,21647.75959,23104.19332,23056.90222,22599.55596,22218.45959
전체,강원특별자치도 영월군,소계,실업자,명,411.42579,199.0264,184.67535,439.563,195.93459,349.58532,278.26683,355.69319,400.45949,400.45949,435.4081,538.69654,236.85904,275.47799,219.299638,228.66529,151.18259,181.60988,219.50122
전체,강원특별자치도 영월군,소계,비경제활동인구,명,10956.35914,10855.10615,10590.33388,11116.56425,3763.50471,11348.09475,11464.60143,10609.51609,10627.39572,10137.70809,11667.5536,10430.0717,10689.12091,10804.31919,10550.24351,9047.57454,9073.34689,9382.94274,9545.79671
전체,강원특별자치도 영월군,소계,경제활동참가율,%,66.80164,67.07542,67.98344,66.5379,66.61315,65.99289,65.78904,68.2765,67.95322,69.12821,64.40876,67.93133,67.07582,66.68415,67.4549,72.05851,71.89298,70.82791,70.15424
전체,강원특별자치도 영월군,소계,고용률,%,65.55499,66.47175,67.42513,65.21477,36.72078,64.94528,64.95867,67.21294,66.74564,67.40427,63.08058,66.27504,66.34626,65.83469,66.77841,71.35233,71.42466,70.26327,69.46795
전체,강원특별자치도 영월군,소계,실업률,%,1.86619,0.89998,0.82124,1.98854,0.88198,1.58746,1.26216,1.55772,1.77708,1.76411,2.06212,2.43819,1.08767,1.27385,1.00288,0.98001,0.65142,0.79719,0.97826
전체,강원특별자치도 평창군,소계,15세이상인구,명,35579.09883,35626.94565,35578.21046,35971.59842,35950.12078,35972.18248,35838.39208,35849.10525,35729.76846,35576.24872,35376.76386,35267.96555,35201.10612,35074.88259,35229.10097,35446.01159,35292.2713,35708.44027,35272.90904
